# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
746 | Scyther | Ice | Fighting | 1 | Common | 70 | 110 | 80 | 55 | 80 | 105 | medium-fast | Ice Cleaver | A Delta Species discovered by EchoTheThird. Its scythes are immensely sharp but also very fragile, and can easily be shattered when hit from the side. | Green |  | Female 50% | 70 | 6630 | 15 | 560 | 100 | 0 | 1 | 0 | 0 | 0 | 0 | Hustle | Ice Cleats | Super Luck | Undiscovered |  | 45
747 | Scizor | Ice | Fighting | 2 | Common | 70 | 130 | 100 | 55 | 80 | 65 | medium-fast | Frozen Claw | Its exoskeleton is coated with a thick layer of ice. The layer of ice reforms once per year. | Red |  | Female 50% | 70 | 6630 | 18 | 1180 | 175 | 0 | 2 | 0 | 0 | 0 | 0 | Tough Claws | Ice Cleats | Super Luck | Undiscovered |  | 25
748 | Scraggy | Grass |  | 1 | Common | 50 | 75 | 70 | 35 | 70 | 48 | medium-fast | Bush | A Delta Species discovered by DankRabbit. Despite being a Grass-type, it is quite adept at hunting Bug-types for food. | Yellow |  | Female 50% | 35 | 4080 | 6 | 118 | 70 | 0 | 1 | 0 | 0 | 0 | 0 | Rough Skin | Rivalry | Anger Point | Undiscovered |  | 180
749 | Scrafty | Grass |  | 2 | Common | 65 | 90 | 115 | 45 | 115 | 58 | medium-fast | Forest | The tuft of grass on its head is surprisingly hard; it can be used to break through rocks. | Red |  | Female 50% | 70 | 4080 | 11 | 300 | 171 | 0 | 0 | 1 | 0 | 1 | 0 | Rough Skin | Rivalry | Anger Point | Undiscovered |  | 90
750 | Combee | Steel | Fire | 1 | Common | 30 | 30 | 42 | 30 | 42 | 70 | medium-slow | Engine | A Delta Species discovered by LunarDusk. The middle body hosts a reactor; it uses this to power up its Fire-type moves. | Yellow |  | Always female | 70 | 4080 | 3 | 110 | 49 | 0 | 0 | 0 | 0 | 0 | 1 | Levitate |  | Speed Boost | Undiscovered |  | 120
751 | Vespiquen | Steel | Fire | 2 | Common | 70 | 80 | 102 | 80 | 102 | 40 | medium-slow | Reactor | It hovers in the air with electromagnetic force produced from its reactor. If it doesn't consume enough food for fuel, it will be unable to fly. | Yellow |  | Always female | 70 | 4080 | 12 | 770 | 166 | 0 | 0 | 1 | 0 | 1 | 0 | Levitate |  | Speed Boost | Undiscovered |  | 45
752 | Koffing | Electric | Flying | 1 | Common | 40 | 65 | 95 | 60 | 45 | 35 | medium-fast | Thunder Clap | A Delta Species discovered by Zero_Breaker. It discharges electricity when hit physically. It uses this as a defensive mechanism against predators. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 6 | 10 | 68 | 0 | 0 | 1 | 0 | 0 | 0 | Cloud Nine | Amplifier | Volt Absorb | Undiscovered |  | 190
753 | Weezing | Electric | Flying | 2 | Common | 65 | 90 | 120 | 85 | 70 | 60 | medium-fast | Thunder Clap | The sound it makes when dispensing electricity has been compared to a lightning bolt striking nearby. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 12 | 95 | 172 | 0 | 0 | 2 | 0 | 0 | 0 | Cloud Nine | Amplifier | Volt Absorb | Undiscovered |  | 60
754 | Purrloin | Ghost | Fairy | 1 | Common | 41 | 50 | 37 | 50 | 37 | 66 | medium-fast | Mischievous | A Delta Species discovered by Zero_Breaker. This Pokémon wanders the city streets while scaring people with its illusions. | Pink |  | Female 50% | 70 | 5355 | 4 | 101 | 56 | 0 | 0 | 0 | 0 | 0 | 1 | Illusion | Unnerve | Bulletproof | Undiscovered |  | 255
755 | Liepard | Ghost | Fairy | 2 | Common | 64 | 88 | 50 | 88 | 50 | 106 | medium-fast | Deceit | This Pokémon makes use of illusions and trickery to catch its prey. | Pink |  | Female 50% | 70 | 5355 | 11 | 375 | 156 | 0 | 0 | 0 | 0 | 0 | 2 | Illusion | Unnerve | Bulletproof | Undiscovered |  | 90
756 | Phantump | Fairy |  | 1 | Common | 43 | 70 | 48 | 50 | 60 | 38 | medium-fast | Guard | A Delta Species discovered by Zero_Breaker. It protects all woodland Pokémon as a spirit guardian of the forest. | Green | Urban | Female 50% | 70 | 3000 | 4 | 70 | 62 | 0 | 1 | 0 | 0 | 0 | 0 | Snow Warning | Overcoat | Snow Cloak | Undiscovered |  | 120
757 | Trevenant | Fairy | Fighting | 2 | Common | 85 | 110 | 75 | 65 | 82 | 56 | medium-fast | Guardian | It guards the forest and would lay down its life to protect weaker Pokémon. | Green | Urban | Female 50% | 70 | 5355 | 15 | 710 | 166 | 0 | 2 | 0 | 0 | 0 | 0 | Snow Warning | Overcoat | Snow Cloak | Undiscovered |  | 60
758 | Snorunt | Fire |  | 1 | Common | 50 | 50 | 50 | 50 | 50 | 50 | medium-fast | Fire Hat | A Delta Species discovered by EchoTheThird. It is said that this Pokémon helps to guard volcanoes and deep caves from intruders. | Red | Sea | Female 50% | 70 | 5355 | 7 | 168 | 60 | 1 | 0 | 0 | 0 | 0 | 0 | White Smoke | White Smoke | Flash Fire | Undiscovered |  | 190
759 | Glalie | Fire | Rock | 2 | Common | 80 | 80 | 80 | 80 | 80 | 80 | medium-fast | Flaming Face | This Pokémon has the power to evaporate entire oceans with a single breath. | Gray | Sea | Female 50% | 70 | 5355 | 15 | 2565 | 168 | 2 | 0 | 0 | 0 | 0 | 0 | Rock Head | Rock Head | Flash Fire | Undiscovered |  | 75
760 | Froslass | Fire |  | 2 | Common | 70 | 80 | 70 | 80 | 70 | 110 | medium-fast | Magma | This Pokémon's fiery body contains beautiful obsidian shards. It takes great delight in making elegant glass art using its flames. | White |  | Always female | 70 | 5355 | 13 | 266 | 168 | 0 | 0 | 0 | 0 | 0 | 2 | Competitive | Competitive | Flash Fire | Undiscovered |  | 75
761 | Shinx | Steel | Poison | 1 | Common | 45 | 65 | 34 | 40 | 34 | 45 | medium-slow | Toxic | A Delta Species discovered by EchoTheThird. A single scratch from it is toxic enough to faint targets as it flees into the wild. | Purple |  | Female 50% | 70 | 5355 | 5 | 190 | 53 | 0 | 1 | 0 | 0 | 0 | 0 | Poison Touch | Vampiric | Venomous | Undiscovered |  | 235
762 | Luxio | Steel | Poison | 2 | Common | 60 | 85 | 49 | 60 | 49 | 60 | medium-slow | Poison | This Pokémon's poison is potent enough to cause fainting just from standing downwind of it. | Purple |  | Female 50% | 100 | 5355 | 9 | 610 | 127 | 0 | 2 | 0 | 0 | 0 | 0 | Poison Touch | Vampiric | Venomous | Undiscovered |  | 120
763 | Luxray | Steel | Poison | 3 | Common | 80 | 120 | 79 | 95 | 79 | 70 | medium-slow | Venom Fangs | One drop of its venom is potent enough to incapacitate 2000 Rattata. | Purple |  | Female 50% | 70 | 5355 | 14 | 840 | 235 | 0 | 3 | 0 | 0 | 0 | 0 | Poison Touch | Vampiric | Venomous | Undiscovered |  | 45
764 | Noibat | Grass | Steel | 1 | Common | 40 | 30 | 35 | 45 | 40 | 55 | medium-fast | Sonar Bat | A Delta Species discovered by LunarDusk. It uses blades of grass to create earsplittingly high frequencies of sound which stun its prey. | Green |  | Female 50% | 70 | 5355 | 5 | 160 | 49 | 0 | 0 | 0 | 0 | 0 | 1 | Chlorophyll | Natural Cure | Solar Power | Undiscovered |  | 190
765 | Noivern | Grass | Steel | 2 | Common | 85 | 70 | 80 | 97 | 80 | 123 | medium-fast | Sonar Bat | A Delta Species discovered by LunarDusk. It uses camouflage to stalk its enemies, but its heavy metal prevents it from flying. | Blue |  | Female 50% | 70 | 5355 | 15 | 1700 | 187 | 0 | 0 | 0 | 0 | 0 | 2 | Chlorophyll | Solar Power | Flower Gift | Undiscovered |  | 45
766 | Budew | Dark | Fairy | 1 | Common | 40 | 30 | 35 | 50 | 70 | 55 | medium-slow | Blanket | A Delta Species discovered by 1ofthe4rocketbros and EchoTheThird. It hides itself from the sun during the day and stares longingly at the moon at night. | Purple |  | Female 50% | 70 | 5355 | 2 | 12 | 56 | 0 | 0 | 0 | 1 | 0 | 0 | Shadow Dance | Heliophobia | Inner Focus | Undiscovered |  | 255
767 | Roselia | Dark | Fairy | 2 | Common | 50 | 60 | 45 | 100 | 80 | 65 | medium-slow | Hidden Thorn | This Pokémon can be found on clear nights, dancing before the moon. If discovered, it puts onlookers to sleep and flees into the shadows. | Purple |  | Female 50% | 70 | 5355 | 3 | 20 | 140 | 0 | 0 | 0 | 2 | 0 | 0 | Shadow Dance | Heliophobia | Limber | Undiscovered |  | 150
768 | Roserade | Dark | Fairy | 3 | Common | 60 | 70 | 65 | 125 | 105 | 90 | medium-slow | Night Bouquet | Its fans are capable of whipping up vicious gales. Though shy, it will become aggressive if its dance is interrupted. | Purple |  | Female 50% | 70 | 5355 | 9 | 145 | 227 | 0 | 0 | 0 | 3 | 0 | 0 | Shadow Dance | Heliophobia | Limber | Undiscovered |  | 75
769 | Drifloon | Fire | Flying | 1 | Common | 90 | 50 | 34 | 60 | 44 | 70 | fluctuating | Sky Lantern | A Delta Species discovered by yungbro. It is formed by the passionate spirits of people and Pokémon. | Red |  | Female 50% | 70 | 7905 | 4 | 12 | 70 | 1 | 0 | 0 | 0 | 0 | 0 | Flash Fire | Vital Spirit | No Guard | Undiscovered |  | 125
770 | Drifblim | Fire | Flying | 2 | Common | 150 | 80 | 44 | 90 | 54 | 80 | fluctuating | Hot Air | Though it is drowsy during the daytime, it flies off in the evening in big groups. No one knows where they go. | Red |  | Female 50% | 70 | 7905 | 12 | 150 | 174 | 2 | 0 | 0 | 0 | 0 | 0 | Flash Fire | Vital Spirit | No Guard | Undiscovered |  | 60
771 | Grimer | Ground |  | 1 | Common | 80 | 80 | 50 | 40 | 50 | 25 | medium-fast | Quicksand | A Delta Species discovered by EchoTheThird. With sand absorbed into its circulation, it can vanish into surrounding sand to escape from predators. | Brown | RoughTerrain | Female 50% | 70 | 5355 | 9 | 300 | 65 | 1 | 0 | 0 | 0 | 0 | 0 | Sap Sipper | Sap Sipper | Water Absorb | Undiscovered |  | 190
772 | Muk | Ground |  | 2 | Common | 105 | 105 | 75 | 65 | 100 | 50 | medium-fast | Quicksand | It puts anything it finds in its massive mouth and hunts smaller Pokémon as prey. It tracks sand everywhere it goes, making it tedious to care for indoors. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 12 | 300 | 175 | 1 | 1 | 0 | 0 | 0 | 0 | Sap Sipper | Regurgitation | Water Absorb | Undiscovered |  | 75
773 | Wooper | Grass | Fire | 1 | Common | 55 | 45 | 45 | 25 | 25 | 15 | medium-fast | Halloween | A Delta Species discovered by EchoTheThird. This mischievous Pokémon likes to surprise people on Halloween with tons of candy. | Green | Forest | Female 50% | 70 | 5355 | 4 | 85 | 42 | 1 | 0 | 0 | 0 | 0 | 0 | Pickup | Flash Fire | Harvest | Undiscovered |  | 255
774 | Quagsire | Grass | Fire | 2 | Common | 95 | 85 | 85 | 65 | 65 | 35 | medium-fast | Halloween | Despite its appearance, this Delta Species is kind to every Pokémon it meets. It glows with Halloween spirit. | Green | Forest | Female 50% | 70 | 5355 | 14 | 750 | 151 | 2 | 0 | 0 | 0 | 0 | 0 | Pickup | Flash Fire | Harvest | Undiscovered |  | 90
775 | Munchlax | Grass |  | 1 | Common | 135 | 85 | 40 | 40 | 85 | 5 | slow | Knoll | A Delta Species discovered by Sparrows413. This Pokémon lays in the fields all day after eating, absorbing nutrients from the sun. | Black |  | Female 12.5% | 70 | 10455 | 6 | 1050 | 78 | 1 | 0 | 0 | 0 | 0 | 0 | Overcoat | Thick Fat | Adaptability | Undiscovered |  | 50
776 | Snorlax | Grass |  | 2 | Common | 160 | 110 | 65 | 65 | 110 | 30 | slow | Hill | Trees and plants tend to grow on this Pokémon’s back because it moves so little. It loves eating food while playing with tiny Pokémon. | Black | Cave | Female 12.5% | 70 | 10455 | 21 | 4600 | 189 | 2 | 0 | 0 | 0 | 0 | 0 | Overcoat | Thick Fat | Adaptability | Undiscovered |  | 25
777 | Misdreavus | Ice | Fairy | 1 | Common | 60 | 60 | 60 | 85 | 85 | 85 | fast | Caroling | A Delta Species discovered by EchoTheThird. This Pokémon does its best to bring everyone into the holiday spirit. It's only happy when everyone else is. | Blue | Sea | Female 50% | 35 | 6630 | 7 | 10 | 87 | 0 | 0 | 0 | 0 | 1 | 0 | Magic Guard |  | Winter Joy | Undiscovered |  | 45
778 | Mismagius | Ice | Fairy | 2 | Common | 60 | 60 | 60 | 105 | 105 | 105 | fast | Christmas | This Pokémon loves making snow-ghosts with humans. It has an unquenchable love for the holidays. | Blue |  | Female 50% | 35 | 6630 | 9 | 44 | 173 | 0 | 0 | 0 | 1 | 1 | 0 | Magic Guard |  | Winter Joy | Undiscovered |  | 45
779 | Cyndaquil | Electric |  | 1 | Common | 39 | 52 | 43 | 60 | 50 | 65 | medium-slow | ElectricMouse | A Delta Species discovered by 1ofthe4rocketbros. When placed in darkness, it will automatically generate more and more electricity from its tesla coil. | Yellow |  | Female 12.5% | 70 | 5355 | 5 | 79 | 62 | 0 | 0 | 0 | 0 | 0 | 1 | Static |  | Lightning Rod | Undiscovered |  | 45
780 | Quilava | Electric | Steel | 2 | Common | 58 | 64 | 58 | 80 | 65 | 80 | medium-slow | Generator | Its DNA continuously changes and reconstructs its body into a machine. As it becomes more dependent on electricity, it makes its home in power plants. | Yellow |  | Female 12.5% | 70 | 5355 | 9 | 285 | 142 | 0 | 0 | 0 | 1 | 0 | 1 | Static |  | Lightning Rod | Undiscovered |  | 45
781 | Typhlosion | Electric | Steel | 3 | Common | 78 | 84 | 78 | 109 | 85 | 100 | medium-slow | Generator | On stormy nights it ventures outdoors and pulsates in response to lightning strikes. When calm, it can induce macroshock in humans from 100 feet away. | Yellow |  | Female 12.5% | 70 | 5355 | 17 | 1590 | 240 | 0 | 0 | 0 | 3 | 0 | 0 | Motor Drive |  | Lightning Rod | Undiscovered |  | 45
782 | Treecko | Normal | Fighting | 1 | Common | 40 | 45 | 35 | 65 | 55 | 70 | medium-slow | Karate Gecko | A Delta Species discovered by SixteenDraws. It takes up residence within dojos where it trains against humans and Pokémon alike. | White | Grassland | Female 12.5% | 70 | 5355 | 5 | 50 | 62 | 0 | 0 | 0 | 0 | 0 | 1 | Inner Focus |  | Guts | Undiscovered |  | 45
783 | Grovyle | Normal | Fighting | 2 | Common | 50 | 65 | 45 | 85 | 65 | 95 | medium-slow | Karate Gecko | As its skill grows, so does its fighting spirit. Its strength is great enough to stand on par with black belts. | White | Grassland | Female 12.5% | 70 | 5355 | 9 | 216 | 142 | 0 | 0 | 0 | 0 | 0 | 2 | Inner Focus |  | Guts | Undiscovered |  | 45
784 | Sceptile | Dragon | Fighting | 3 | Common | 70 | 85 | 65 | 105 | 85 | 120 | medium-slow | Black Belt | After becoming a master of its dojo, it begins to regain its primal instincts. Its draconic traits cause it to have no equal within the karate world. | Green | Grassland | Female 12.5% | 70 | 5355 | 17 | 522 | 239 | 0 | 0 | 0 | 0 | 0 | 3 | Inner Focus |  | Guts | Undiscovered |  | 45
785 | Torchic | Psychic |  | 1 | Common | 45 | 60 | 40 | 70 | 50 | 45 | medium-slow | Prince | A Delta Species discovered by NoNameDummy. From birth it has the ability to give orders to other wild Pokémon and have them obey without question. | Red |  | Female 12.5% | 70 | 5355 | 4 | 25 | 62 | 0 | 0 | 0 | 1 | 0 | 0 | Keen Eye |  | Rivalry | Undiscovered |  | 45
786 | Combusken | Psychic |  | 2 | Common | 60 | 85 | 60 | 85 | 60 | 55 | medium-slow | Pharaoh | It lazes about while giving its underlings commands. Its power is believed by some to have been bestowed upon it by gods of unknown origin. | Red |  | Female 12.5% | 70 | 5355 | 9 | 195 | 142 | 0 | 1 | 0 | 1 | 0 | 0 | Keen Eye |  | Rivalry | Undiscovered |  | 45
787 | Blaziken | Psychic | Flying | 3 | Common | 80 | 120 | 70 | 110 | 70 | 80 | medium-slow | Horus | It soars to amazing heights, storing power that it draws from the sun. Even when it cannot be seen from the ground below, it keeps a watchful eye on those it protects. | Red |  | Female 12.5% | 70 | 5355 | 19 | 520 | 239 | 0 | 3 | 0 | 0 | 0 | 0 | Keen Eye |  | Gale Wings | Undiscovered |  | 45
788 | Turtwig | Water | Ground | 1 | Common | 55 | 68 | 64 | 45 | 55 | 31 | medium-slow | Sea Turtle | A Delta Species discovered by NoNameDummy. Made from sand, the shell on its back hardens as it floats along the ocean's surface. As it dives, the shell softens. | Green |  | Female 12.5% | 70 | 5355 | 4 | 102 | 64 | 0 | 1 | 0 | 0 | 0 | 0 | Water Absorb |  | Swift Swim | Undiscovered |  | 45
789 | Grotle | Water | Ground | 2 | Common | 75 | 89 | 85 | 55 | 65 | 36 | medium-slow | Sea Turtle | It lives along the water's surface in oceans. During the day, it dives underwater regularly to refresh the sea life taking shelter on its back. | Green |  | Female 12.5% | 70 | 5355 | 11 | 970 | 142 | 0 | 1 | 1 | 0 | 0 | 0 | Water Absorb |  | Swift Swim | Undiscovered |  | 45
790 | Torterra | Water | Ground | 3 | Common | 95 | 109 | 105 | 75 | 85 | 56 | medium-slow | Ocean | As it moves in the ocean continuously, pirates store their loot in its back for safekeeping. It oftentimes participates in treasure hunts for younger Pokémon. | Green |  | Female 12.5% | 70 | 5355 | 22 | 3100 | 236 | 0 | 2 | 1 | 0 | 0 | 0 | Water Absorb |  | Swift Swim | Undiscovered |  | 45
791 | Snivy | Water |  | 1 | Common | 45 | 45 | 55 | 45 | 55 | 63 | medium-slow | Ocean Snake | A Delta Species discovered by Aboodie. They usually form small colonies in the midst of raging seas, where they are protected from predators. | Blue |  | Female 12.5% | 70 | 5355 | 6 | 81 | 28 | 0 | 0 | 0 | 0 | 0 | 1 | Multiscale |  | Hydration | Undiscovered |  | 45
792 | Servine | Water |  | 2 | Common | 60 | 60 | 75 | 60 | 75 | 83 | medium-slow | Ocean Snake | Despite rarely coming up above the water's surface, on rainy days they use the cover of clouds to laze about on rocks and take in the fresh sea air. | Blue |  | Female 12.5% | 70 | 5355 | 8 | 160 | 145 | 0 | 0 | 0 | 0 | 0 | 2 | Multiscale |  | Hydration | Undiscovered |  | 45
793 | Serperior | Water | Dragon | 3 | Common | 75 | 75 | 95 | 75 | 95 | 113 | medium-slow | Ocean Dragon | Though they viciously protect their domains from outsiders, they admire and welcome the company of trainers who brave the oceans to meet them. | Blue |  | Female 12.5% | 70 | 5355 | 33 | 630 | 238 | 0 | 0 | 0 | 0 | 0 | 3 | Multiscale |  | Drizzle | Undiscovered |  | 45
794 | Froakie | Grass |  | 1 | Common | 41 | 56 | 40 | 62 | 44 | 71 | medium-slow | Jungle Frog | A Delta Species discovered by Ubodot. The leaves around its neck help keep its neck warm while jumping through the trees at high speed. | Green | RoughTerrain | Female 12.5% | 70 | 5355 | 3 | 70 | 63 | 0 | 0 | 0 | 0 | 0 | 1 | Steadfast |  | Prankster | Undiscovered |  | 45
795 | Frogadier | Grass |  | 2 | Common | 54 | 63 | 52 | 83 | 56 | 97 | medium-slow | Jungle Frog | It can hurl the leaves produced around its neck at alarming speed, even slicing through tree trunks. | Green | RoughTerrain | Female 12.5% | 70 | 5355 | 6 | 109 | 142 | 0 | 0 | 0 | 0 | 0 | 2 | Steadfast |  | Prankster | Undiscovered |  | 45
796 | Greninja | Grass | Fire | 3 | Common | 72 | 95 | 67 | 103 | 71 | 122 | medium-slow | Guardian | It hides within the deepest of foliage, only appearing to intimidate intruders. It blocks its enemies easily using its armor before incinerating them. | Green | RoughTerrain | Female 12.5% | 70 | 5355 | 15 | 400 | 239 | 0 | 0 | 0 | 0 | 0 | 3 | Steadfast |  | Prankster | Undiscovered |  | 45
797 | Pidgey | Dark | Dragon | 1 | Common | 40 | 45 | 40 | 35 | 35 | 56 | medium-slow | Cockatrice | A Delta Species discovered by RuneBlad3. It uses its piercing gaze to petrify foes and then perches on top of their immobile bodies. | Brown | Grassland | Female 50% | 70 | 4080 | 3 | 18 | 50 | 0 | 0 | 0 | 0 | 0 | 1 | Intimidate | Early Bird | Marvel Scale | Undiscovered |  | 255
798 | Pidgeotto | Dark | Dragon | 2 | Common | 63 | 60 | 55 | 50 | 50 | 71 | medium-slow | Cockatrice | This Pokémon stealthily creeps around caves and labyrinths, hoping to catch intruders off guard with its glare. It avoids mirrors and pools of water at all costs. | Brown | Grassland | Female 50% | 70 | 4080 | 11 | 300 | 122 | 0 | 0 | 0 | 0 | 0 | 2 | Intimidate | Early Bird | Marvel Scale | Undiscovered |  | 120
799 | Pidgeot | Dark | Dragon | 3 | Common | 83 | 80 | 75 | 70 | 70 | 101 | medium-slow | Cockatrice | A living creature that looks directly into this Pokémon's eyes will be turned to stone. It breaks off very small pieces of its victims to help digest food. | Brown | Grassland | Female 50% | 70 | 4080 | 15 | 395 | 211 | 0 | 0 | 0 | 0 | 0 | 3 | Intimidate | Early Bird | Marvel Scale | Undiscovered |  | 45
